Date (WET),Dynamic FFR Biomass,Dynamic FFR CCGT,Dynamic FFR Coal,Dynamic FFR Distributed Generation,Dynamic FFR Hybrid,Dynamic FFR Hydro,Dynamic FFR Load Response,Dynamic FFR Pumped,Dynamic FFR Storage,Dynamic FFR Unknown,DLH Storage,Dynamic Containment Storage,EFR Storage
,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h
[08/12/2018 23:30],,,,,16.77,,9.59,,10.64,16.19,12.31,12.31,9.78
[09/12/2018 00:00],,,,,16.77,,9.59,,10.64,16.19,12.31,12.31,9.78
[09/12/2018 00:30],,,,,16.77,,9.59,,10.64,16.19,12.31,12.31,9.78
[09/12/2018 01:00],,,,,16.77,,9.59,,10.64,16.19,12.31,12.31,9.78
[09/12/2018 01:30],,,,,16.77,,9.59,,10.64,16.19,12.31,12.31,9.78
[09/12/2018 02:00],,,,,16.77,,9.59,,10.64,16.19,12.31,12.31,9.78
[09/12/2018 02:30],,,,,16.77,,9.59,,10.64,16.19,12.31,12.31,9.78
[09/12/2018 03:00],,,,,16.77,,9.59,,10.64,16.19,12.31,12.31,9.78
[09/12/2018 03:30],,,,,16.77,,9.59,,10.64,16.19,12.31,12.31,9.78
[09/12/2018 04:00],,,,,16.77,,9.59,,10.64,16.19,12.31,12.31,9.78
[09/12/2018 04:30],,,,,16.77,,9.59,,10.64,16.19,12.31,12.31,9.78
[09/12/2018 05:00],,,,,16.77,,9.59,,10.64,16.19,12.31,12.31,9.78
[09/12/2018 05:30],,,,,16.77,,9.59,,10.64,16.19,12.31,12.31,9.78
[09/12/2018 06:00],,,,,16.77,,9.59,,10.64,16.19,12.31,12.31,9.78
[09/12/2018 06:30],,,,,16.77,,9.59,,10.51,16.19,12.31,12.31,9.78
[09/12/2018 07:00],,,,,16.77,,6.92,,11.69,16.19,12.68,12.68,9.78
[09/12/2018 07:30],,,,,16.77,,6.92,,11.69,16.19,12.68,12.68,9.78
[09/12/2018 08:00],,,,,16.77,,6.92,14.71,11.69,16.19,12.79,12.79,9.78
[09/12/2018 08:30],,,,,16.77,,6.92,14.71,11.69,16.19,12.79,12.79,9.78
[09/12/2018 09:00],,,,,16.77,,6.92,14.71,11.69,16.19,12.79,12.79,9.78
[09/12/2018 09:30],,,,,16.77,,6.92,14.71,11.69,16.19,12.79,12.79,9.78
[09/12/2018 10:00],,,,,16.77,,6.92,14.71,11.69,16.19,12.79,12.79,9.78
[09/12/2018 10:30],,,,,16.77,,6.92,14.71,11.69,16.19,12.79,12.79,9.78
[09/12/2018 11:00],,,,,16.77,,6.92,14.71,11.69,16.19,12.79,12.79,9.78
[09/12/2018 11:30],,,,,16.77,,6.92,14.71,11.69,16.19,12.79,12.79,9.78
[09/12/2018 12:00],,,,,16.77,,6.92,14.71,11.69,16.19,12.79,12.79,9.78
[09/12/2018 12:30],,,,,16.77,,6.92,14.71,11.69,16.19,12.79,12.79,9.78
[09/12/2018 13:00],,,,,16.77,,6.92,14.71,11.69,16.19,12.79,12.79,9.78
[09/12/2018 13:30],,,,,16.77,,6.92,14.71,11.69,16.19,12.79,12.79,9.78
[09/12/2018 14:00],,,,,16.77,,6.92,14.71,11.69,16.19,12.79,12.79,9.78
[09/12/2018 14:30],,,,,16.77,,6.92,14.71,11.69,16.19,12.79,12.79,9.78
[09/12/2018 15:00],,,,,16.77,,7.58,14.71,11.69,16.19,12.88,12.88,9.78
[09/12/2018 15:30],,,,,16.77,,7.58,14.71,11.69,16.19,12.88,12.88,9.78
[09/12/2018 16:00],,,,,16.77,,7.58,14.71,11.69,16.19,12.88,12.88,9.78
[09/12/2018 16:30],,,,,16.77,,7.58,14.71,11.69,16.19,12.88,12.88,9.78
[09/12/2018 17:00],,,,,16.77,,7.58,14.71,11.69,16.19,12.88,12.88,10.16
[09/12/2018 17:30],,,,,16.77,,7.58,14.71,11.69,16.19,12.88,12.88,10.16
[09/12/2018 18:00],,,,,16.77,,7.58,14.71,11.69,16.19,12.88,12.88,10.16
[09/12/2018 18:30],,,,,16.77,,7.58,14.71,11.69,16.19,12.88,12.88,10.16
[09/12/2018 19:00],,,,,16.77,,7.67,14.71,11.69,16.19,12.90,12.90,10.16
[09/12/2018 19:30],,,,,16.77,,7.67,14.71,11.69,16.19,12.90,12.90,10.16
[09/12/2018 20:00],,,,,16.77,,7.67,14.71,11.69,16.19,12.90,12.90,9.78
[09/12/2018 20:30],,,,,16.77,,7.67,14.71,11.69,16.19,12.90,12.90,9.78
[09/12/2018 21:00],,,,,16.77,,7.67,14.71,11.69,16.19,12.90,12.90,9.78
[09/12/2018 21:30],,,,,16.77,,7.67,14.71,11.69,16.19,12.90,12.90,9.78
[09/12/2018 22:00],,,,,16.77,,7.67,14.71,11.69,16.19,12.90,12.90,9.78
[09/12/2018 22:30],,,,,16.77,,7.67,14.71,11.69,16.19,12.90,12.90,9.78
[09/12/2018 23:00],,,,,16.77,,9.59,,10.64,16.19,12.31,12.31,9.78
[09/12/2018 23:30],,,,,16.77,,9.59,,10.64,16.19,12.31,12.31,9.78
[10/12/2018 00:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[10/12/2018 00:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[10/12/2018 01:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[10/12/2018 01:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[10/12/2018 02:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[10/12/2018 02:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[10/12/2018 03:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[10/12/2018 03:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[10/12/2018 04:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[10/12/2018 04:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[10/12/2018 05:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[10/12/2018 05:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[10/12/2018 06:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[10/12/2018 06:30],,,,,16.77,,6.88,14.71,10.09,17.10,11.89,11.89,9.78
[10/12/2018 07:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[10/12/2018 07:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[10/12/2018 08:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[10/12/2018 08:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[10/12/2018 09:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[10/12/2018 09:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[10/12/2018 10:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[10/12/2018 10:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[10/12/2018 11:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[10/12/2018 11:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[10/12/2018 12:00],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[10/12/2018 12:30],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[10/12/2018 13:00],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[10/12/2018 13:30],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[10/12/2018 14:00],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[10/12/2018 14:30],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[10/12/2018 15:00],,,,,16.77,,7.58,14.71,12.97,17.10,13.81,13.81,9.78
[10/12/2018 15:30],,,,,16.77,,7.58,14.71,12.97,17.10,13.81,13.81,9.78
[10/12/2018 16:00],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,9.78
[10/12/2018 16:30],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,9.78
[10/12/2018 17:00],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[10/12/2018 17:30],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[10/12/2018 18:00],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[10/12/2018 18:30],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[10/12/2018 19:00],,,,,13.56,,7.67,14.71,11.17,17.98,11.82,11.82,10.16
[10/12/2018 19:30],,,,,13.56,,7.67,14.71,11.17,17.98,11.82,11.82,10.16
[10/12/2018 20:00],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[10/12/2018 20:30],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[10/12/2018 21:00],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[10/12/2018 21:30],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[10/12/2018 22:00],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[10/12/2018 22:30],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[10/12/2018 23:00],,,,,16.77,,6.88,,10.03,17.10,11.73,11.73,9.78
[10/12/2018 23:30],,,,,16.77,,6.88,,10.03,17.10,11.73,11.73,9.78
[11/12/2018 00:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[11/12/2018 00:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[11/12/2018 01:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[11/12/2018 01:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[11/12/2018 02:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[11/12/2018 02:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[11/12/2018 03:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[11/12/2018 03:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[11/12/2018 04:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[11/12/2018 04:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[11/12/2018 05:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[11/12/2018 05:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[11/12/2018 06:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[11/12/2018 06:30],,,,,16.77,,6.88,14.71,10.09,17.10,11.89,11.89,9.78
[11/12/2018 07:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[11/12/2018 07:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[11/12/2018 08:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[11/12/2018 08:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[11/12/2018 09:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[11/12/2018 09:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[11/12/2018 10:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[11/12/2018 10:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[11/12/2018 11:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[11/12/2018 11:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[11/12/2018 12:00],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[11/12/2018 12:30],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[11/12/2018 13:00],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[11/12/2018 13:30],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[11/12/2018 14:00],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[11/12/2018 14:30],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[11/12/2018 15:00],,,,,16.77,,7.58,14.71,12.97,17.10,13.81,13.81,9.78
[11/12/2018 15:30],,,,,16.77,,7.58,14.71,12.97,17.10,13.81,13.81,9.78
[11/12/2018 16:00],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,9.78
[11/12/2018 16:30],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,9.78
[11/12/2018 17:00],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[11/12/2018 17:30],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[11/12/2018 18:00],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[11/12/2018 18:30],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[11/12/2018 19:00],,,,,13.56,,7.67,14.71,11.17,17.98,11.82,11.82,10.16
[11/12/2018 19:30],,,,,13.56,,7.67,14.71,11.17,17.98,11.82,11.82,10.16
[11/12/2018 20:00],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[11/12/2018 20:30],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[11/12/2018 21:00],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[11/12/2018 21:30],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[11/12/2018 22:00],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[11/12/2018 22:30],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[11/12/2018 23:00],,,,,16.77,,6.88,,10.03,17.10,11.73,11.73,9.78
[11/12/2018 23:30],,,,,16.77,,6.88,,10.03,17.10,11.73,11.73,9.78
[12/12/2018 00:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[12/12/2018 00:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[12/12/2018 01:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[12/12/2018 01:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[12/12/2018 02:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[12/12/2018 02:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[12/12/2018 03:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[12/12/2018 03:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[12/12/2018 04:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[12/12/2018 04:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[12/12/2018 05:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[12/12/2018 05:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[12/12/2018 06:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[12/12/2018 06:30],,,,,16.77,,6.88,14.71,10.09,17.10,11.89,11.89,9.78
[12/12/2018 07:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[12/12/2018 07:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[12/12/2018 08:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[12/12/2018 08:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[12/12/2018 09:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[12/12/2018 09:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[12/12/2018 10:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[12/12/2018 10:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[12/12/2018 11:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[12/12/2018 11:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[12/12/2018 12:00],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[12/12/2018 12:30],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[12/12/2018 13:00],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[12/12/2018 13:30],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[12/12/2018 14:00],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[12/12/2018 14:30],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[12/12/2018 15:00],,,,,16.77,,7.58,14.71,12.97,17.10,13.81,13.81,9.78
[12/12/2018 15:30],,,,,16.77,,7.58,14.71,12.97,17.10,13.81,13.81,9.78
[12/12/2018 16:00],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,9.78
[12/12/2018 16:30],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,9.78
[12/12/2018 17:00],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[12/12/2018 17:30],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[12/12/2018 18:00],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[12/12/2018 18:30],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[12/12/2018 19:00],,,,,13.56,,7.67,14.71,11.17,17.98,11.82,11.82,10.16
[12/12/2018 19:30],,,,,13.56,,7.67,14.71,11.17,17.98,11.82,11.82,10.16
[12/12/2018 20:00],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[12/12/2018 20:30],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[12/12/2018 21:00],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[12/12/2018 21:30],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[12/12/2018 22:00],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[12/12/2018 22:30],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[12/12/2018 23:00],,,,,16.77,,6.88,,10.03,17.10,11.73,11.73,9.78
[12/12/2018 23:30],,,,,16.77,,6.88,,10.03,17.10,11.73,11.73,9.78
[13/12/2018 00:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[13/12/2018 00:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[13/12/2018 01:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[13/12/2018 01:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[13/12/2018 02:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[13/12/2018 02:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[13/12/2018 03:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[13/12/2018 03:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[13/12/2018 04:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[13/12/2018 04:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[13/12/2018 05:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[13/12/2018 05:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[13/12/2018 06:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[13/12/2018 06:30],,,,,16.77,,6.88,14.71,10.09,17.10,11.89,11.89,9.78
[13/12/2018 07:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[13/12/2018 07:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[13/12/2018 08:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[13/12/2018 08:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[13/12/2018 09:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[13/12/2018 09:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[13/12/2018 10:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[13/12/2018 10:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[13/12/2018 11:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[13/12/2018 11:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[13/12/2018 12:00],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[13/12/2018 12:30],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[13/12/2018 13:00],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[13/12/2018 13:30],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[13/12/2018 14:00],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[13/12/2018 14:30],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[13/12/2018 15:00],,,,,16.77,,7.58,14.71,12.97,17.10,13.81,13.81,9.78
[13/12/2018 15:30],,,,,16.77,,7.58,14.71,12.97,17.10,13.81,13.81,9.78
[13/12/2018 16:00],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,9.78
[13/12/2018 16:30],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,9.78
[13/12/2018 17:00],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[13/12/2018 17:30],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[13/12/2018 18:00],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[13/12/2018 18:30],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[13/12/2018 19:00],,,,,13.56,,7.67,14.71,11.17,17.98,11.82,11.82,10.16
[13/12/2018 19:30],,,,,13.56,,7.67,14.71,11.17,17.98,11.82,11.82,10.16
[13/12/2018 20:00],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[13/12/2018 20:30],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[13/12/2018 21:00],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[13/12/2018 21:30],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[13/12/2018 22:00],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[13/12/2018 22:30],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[13/12/2018 23:00],,,,,16.77,,6.88,,10.03,17.10,11.73,11.73,9.78
[13/12/2018 23:30],,,,,16.77,,6.88,,10.03,17.10,11.73,11.73,9.78
[14/12/2018 00:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[14/12/2018 00:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[14/12/2018 01:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[14/12/2018 01:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[14/12/2018 02:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[14/12/2018 02:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[14/12/2018 03:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[14/12/2018 03:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[14/12/2018 04:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[14/12/2018 04:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[14/12/2018 05:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[14/12/2018 05:30],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[14/12/2018 06:00],,,,,16.77,,6.88,,10.25,17.10,11.78,11.78,9.78
[14/12/2018 06:30],,,,,16.77,,6.88,14.71,10.09,17.10,11.89,11.89,9.78
[14/12/2018 07:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[14/12/2018 07:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[14/12/2018 08:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[14/12/2018 08:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[14/12/2018 09:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[14/12/2018 09:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[14/12/2018 10:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[14/12/2018 10:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[14/12/2018 11:00],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[14/12/2018 11:30],,,,,16.77,,6.83,14.71,11.41,17.10,12.90,12.90,9.78
[14/12/2018 12:00],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[14/12/2018 12:30],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[14/12/2018 13:00],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[14/12/2018 13:30],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[14/12/2018 14:00],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[14/12/2018 14:30],,,,,16.77,,6.83,14.71,11.18,17.10,12.90,12.90,9.78
[14/12/2018 15:00],,,,,16.77,,7.58,14.71,12.97,17.10,13.81,13.81,9.78
[14/12/2018 15:30],,,,,16.77,,7.58,14.71,12.97,17.10,13.81,13.81,9.78
[14/12/2018 16:00],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,9.78
[14/12/2018 16:30],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,9.78
[14/12/2018 17:00],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[14/12/2018 17:30],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[14/12/2018 18:00],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[14/12/2018 18:30],,,,,13.56,,7.58,14.71,13.29,16.15,12.48,12.48,10.16
[14/12/2018 19:00],,,,,13.56,,7.67,14.71,11.17,17.98,11.82,11.82,10.16
[14/12/2018 19:30],,,,,13.56,,7.67,14.71,11.17,17.98,11.82,11.82,10.16
[14/12/2018 20:00],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[14/12/2018 20:30],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[14/12/2018 21:00],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
[14/12/2018 21:30],,,,,16.77,,7.67,14.71,11.17,17.10,13.03,13.03,9.78
